source	target	link	AMI_number
MYOF	PTEN	ppi	15
S100A9	NCF2	ppi	15
S100A9	PTEN	ppi	15
S100A9	S100A8	ppi	15
PDCD11	S100A8	ppi	15
PRKCD	NCF2	ppi	15
PRKCD	NCF1	ppi	15
SLC25A5	PTEN	ppi	15
PTEN	ATP5A1	ppi	15
PTEN	RPL10A	ppi	15
PTEN	PELO	ppi	15
PTEN	TXN	ppi	15
PTEN	NCF1	ppi	15
PTEN	S100A8	ppi	15
PTEN	LGALS1	ppi	15
PTEN	GSTM2	ppi	15
PTEN	EEF2	ppi	15
PTEN	OTUD3	ppi	15
PTEN	NDFIP1	ppi	15
PTEN	SSR4	ppi	15
PTEN	HSD17B1	ppi	15
PTEN	RPL22L1	ppi	15
PTEN	KBTBD4	ppi	15
PTEN	MYO1B	ppi	15
PTEN	METTL26	ppi	15
C1GALT1C1	LGALS3	ppi	15
CD6	LGALS3	ppi	15
CD6	LGALS1	ppi	15
CD6	ALCAM	ppi	15
S100A8	NCF2	ppi	15
NCF2	CYBA	ppi	15
NCF2	NCF4	ppi	15
NCF2	NCF1	ppi	15
CYBA	NCF4	ppi	15
CYBA	NCF1	ppi	15
LGALS3	FCGR2A	ppi	15
LGALS3	ALCAM	ppi	15
NCF4	TXN	ppi	15
NCF4	NCF1	ppi	15
MGAM	NCF1	ppi	15
ALCAM	LGALS1	ppi	15
NOXA1	NCF1	ppi	15
RANBP9	ITGB2	ppi	16
RANBP9	S100A7	ppi	16
RANBP9	COPS5	ppi	16
RANBP9	CALB1	ppi	16
CALB1	IMPA1	ppi	16
CALB1	CACNA1D	ppi	16
ITGB2	COPS5	ppi	16
S100A7	COPS5	ppi	16
EDNRA	COPS5	ppi	16
EDNRA	EDN1	ppi	16
RPS3	HSP90AA1	ppi	17
TGM2	HSPA1A	ppi	17
TGM2	PLCD1	ppi	17
TGM2	SLC7A9	ppi	17
ST13	BAG1	ppi	17
ST13	HSP90AA1	ppi	17
ST13	HSPA1A	ppi	17
SMG6	TERT	ppi	17
SMG5	STUB1	ppi	17
SMG5	TERT	ppi	17
SLC7A11	TERT	ppi	17
ACAA2	TERT	ppi	17
HBEGF	BAG1	ppi	17
HBEGF	NRDC	ppi	17
TIMM21	TERT	ppi	17
HSPA1A	BAG1	ppi	17
HSPA1A	STUB1	ppi	17
HSPA1A	HSP90AA1	ppi	17
APAF1	HSP90AA1	ppi	17
DDX51	TERT	ppi	17
STUB1	BAG1	ppi	17
STUB1	HSP90AA1	ppi	17
STUB1	TERT	ppi	17
HSP90AA1	TERT	ppi	17
HSP90AA1	USP50	ppi	17
GLA	TERT	ppi	17
CNTN1	CNTN2	ppi	18
CNTN2	NCAN	ppi	18
TNR	NCAN	ppi	18
TNR	ACAN	ppi	18
TNC	NCAN	ppi	18
