Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
d014807	Calcitriol	D002117	32222-06-3	AFF3	3899	Homo sapiens	9606	16002434|21592394|26485663
d014807	Calcitriol	D002117	32222-06-3	AGAP3	116988	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	AGL	178	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	AGO2	27161	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	AGR2	10551	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	AHNAK	79026	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	AIG1	51390	Homo sapiens	9606	16002434|26485663
d014807	Calcitriol	D002117	32222-06-3	AK5	26289	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	AKAP12	9590	Homo sapiens	9606	16002434|21592394
d014807	Calcitriol	D002117	32222-06-3	AKR1C1	1645	Homo sapiens	9606	12040012|21592394
d014807	Calcitriol	D002117	32222-06-3	AKT1	207	Homo sapiens	9606	15879110
d014807	Calcitriol	D002117	32222-06-3	ALDH1A1	216	Homo sapiens	9606	31628941
d014807	Calcitriol	D002117	32222-06-3	ALDH1A3	220	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALDH1B1	219	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ALDH3B2	222	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ALDH4A1	8659	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALG10B	144245	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALG13	79868	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ALKBH2	121642	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALMS1	7840	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ALOX12	239	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ALOX15B	247	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALOX5	240	Homo sapiens	9606	10799658|16002434|16129123|19244278
d014807	Calcitriol	D002117	32222-06-3	ALOX5AP	241	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ALPK2	115701	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALPK3	57538	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ALPL	249	Homo sapiens	9606	12016462|21542014|28105418
d014807	Calcitriol	D002117	32222-06-3	ALS2	57679	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ALS2CL	259173	Homo sapiens	9606	21592394|26485663
d014807	Calcitriol	D002117	32222-06-3	AMACR	23600	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	AMPD3	272	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ANGPT2	285	Homo sapiens	9606	21592394|26485663
d014807	Calcitriol	D002117	32222-06-3	ANK1	286	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANKH	56172	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANKMY2	57037	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ANKRD22	118932	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANKRD37	353322	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANLN	54443	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANO10	55129	Homo sapiens	9606	16002434|21592394
d014807	Calcitriol	D002117	32222-06-3	ANOS1	3730	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ANP32E	81611	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANTXR1	84168	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANXA2	302	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ANXA3	306	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	AOC3	8639	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	AP1G1	164	Homo sapiens	9606	14996990
d014807	Calcitriol	D002117	32222-06-3	AP1M2	10053	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	APBA2	321	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	APCDD1	147495	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	APCDD1L	164284	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	APH1B	83464	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	APOBEC3B	9582	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	APOF	319	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	APOL1	8542	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	APPBP2	10513	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	APRIN	100195389	Homo sapiens	9606	15754350
d014807	Calcitriol	D002117	32222-06-3	AQP5	362	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	AR	367	Homo sapiens	9606	10875257|18247401|21592394|9231780
d014807	Calcitriol	D002117	32222-06-3	ARAP2	116984	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	AREG	374	Homo sapiens	9606	11237771|14996990|16002434
d014807	Calcitriol	D002117	32222-06-3	ARFGEF3	57221	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARG1	383	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGAP10	79658	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARHGAP11A	9824	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGAP11B	89839	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGAP19	84986	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGAP30	257106	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGAP4	393	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGAP5	394	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARHGAP5-AS1	84837	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARHGEF16	27237	Homo sapiens	9606	16002434|26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGEF18	23370	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGEF19	128272	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGEF28	64283	Homo sapiens	9606	16002434|26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGEF3	50650	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARHGEF37	389337	Homo sapiens	9606	21592394|26485663
d014807	Calcitriol	D002117	32222-06-3	ARHGEF39	84904	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARHGEF6	9459	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARID3B	10620	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARL14	80117	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARL2BP	23568	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARL4A	10124	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARL4C	10123	Homo sapiens	9606	26485663
d014807	Calcitriol	D002117	32222-06-3	ARL6IP6	151188	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARL8	327551	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARMC7	79637	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARPC1B	10095	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARRDC3	57561	Homo sapiens	9606	21592394
d014807	Calcitriol	D002117	32222-06-3	ARRDC4	91947	Homo sapiens	9606	16002434
d014807	Calcitriol	D002117	32222-06-3	ARSA	410	Homo sapiens	9606	21592394
